Model, Log, Iteration, NofTraceToAlign, NofAlignmentValid, NofAlignmentOpen, NofAlignmentRejected, NofLeftOutTraces, NofSubnets, NofRecomposeActivities, NofBorderActivities
net3, net3-60-60, 16, 85, 80, 5, 0, 326, 7, 5, 16
net3, net3-60-60, 17, 110, 104, 6, 0, 221, 6, 2, 11

net4, net4-10-10, 1, 1000, 905, 95, 0, 0, -1, -1, -1
net4, net4-10-10, 2, 7, 7, 0, 0, 88, 71, 1, 140
net4, net4-10-10, 3, 7, 7, 0, 0, 81, 70, 1, 139
net4, net4-10-10, 4, 1, 1, 0, 0, 80, 69, 4, 135
net4, net4-10-10, 5, 2, 1, 1, 0, 78, 66, 2, 130
net4, net4-10-10, 6, 1, 0, 1, 0, 78, 64, 15, 114
net4, net4-10-10, 7, 1, 0, 1, 0, 78, 52, 3, 103
net4, net4-10-10, 8, 1, 0, 1, 0, 78, 50, 4, 99
net4, net4-10-10, 9, 1, 0, 1, 0, 78, 47, 6, 94
net4, net4-10-10, 10, 4, 3, 1, 0, 75, 43, 1, 86
net4, net4-10-10, 11, 2, 2, 0, 0, 74, 42, 3, 82
net4, net4-10-10, 12, 1, 1, 0, 0, 73, 40, 1, 78
net4, net4-10-10, 13, 1, 1, 0, 0, 72, 39, 5, 71
net4, net4-10-10, 14, 6, 5, 1, 0, 66, 33, 6, 63
net4, net4-10-10, 15, 6, 2, 4, 0, 61, 30, 4, 59
net4, net4-10-10, 16, 4, 4, 0, 0, 61, 27, 1, 57
net4, net4-10-10, 17, 4, 4, 0, 0, 57, 26, 5, 52
net4, net4-10-10, 18, 5, 3, 2, 0, 52, 24, 4, 49
net4, net4-10-10, 19, 3, 3, 0, 0, 51, 22, 2, 47
net4, net4-10-10, 20, 2, 2, 0, 0, 49, 21, 3, 44
net4, net4-10-10, 21, 7, 6, 1, 0, 42, 18, 4, 39
net4, net4-10-10, 22, 6, 4, 2, 0, 37, 16, 2, 33
net4, net4-10-10, 23, 6, 4, 2, 0, 33, 14, 1, 32
net4, net4-10-10, 24, 2, 2, 0, 0, 33, 13, 1, 31
net4, net4-10-10, 25, 1, 0, 1, 0, 32, 12, 2, 29
net4, net4-10-10, 26, 10, 10, 0, 0, 23, 11, 1, 23
net4, net4-10-10, 27, 1, 1, 0, 0, 22, 10, 3, 22
net4, net4-10-10, 28, 1, 1, 0, 0, 21, 9, 4, 20
net4, net4-10-10, 29, 10, 10, 0, 0, 11, 8, 3, 15
net4, net4-10-10, 30, 1, 1, 0, 0, 10, 7, 2, 14
net4, net4-10-10, 31, 1, 1, 0, 0, 9, 7, 1, 13
net4, net4-10-10, 32, 3, 3, 0, 0, 6, 6, 3, 11
net4, net4-10-10, 33, 4, 4, 0, 0, 2, 5, 4, 6
net4, net4-10-10, 34, 1, 1, 0, 0, 1, 2, 3, 1
net4, net4-10-10, 35, 1, 1, 0, 0, 0, 1, 3, 0

net4, net4-10-60, 1, 1000, 879, 121, 0, 0, -1, -1, -1
net4, net4-10-60, 2, 24, 24, 0, 0, 97, 71, 2, 139
net4, net4-10-60, 3, 1, 0, 1, 0, 96, 69, 51, 88
net4, net4-10-60, 4, 1, 0, 1, 0, 96, 28, 15, 48
net4, net4-10-60, 5, 5, 0, 5, 0, 92, 16, 13, 29
net4, net4-10-60, 6, 7, 3, 4, 0, 90, 10, 1, 20
net4, net4-10-60, 7, 22, 17, 5, 0, 72, 9, 1, 17
net4, net4-10-60, 8, 19, 19, 0, 0, 58, 8, 1, 14
net4, net4-10-60, 9, 14, 13, 1, 0, 44, 7, 1, 13
net4, net4-10-60, 10, 6, 6, 0, 0, 39, 7, 3, 11
net4, net4-10-60, 11, 22, 19, 3, 0, 17, 5, 4, 8
net4, net4-10-60, 12, 13, 13, 0, 0, 7, 4, 2, 6
